DATA_ID,COLL_METHOD,GEAR_NOTES,COLL_NOTES,FIELD_PRES_METH_TYPE,FIELD_PRES_CHEM,FIELD_CHEM_PCT,FIELD_PRES_PHYS_METH,FIELD_PRES_NOTES,LAB_PRES_METH_TYPE,LAB_PRES_CHEM,LAB_CHEM_PCT,LAB_PRES_PHYS_METH,LAB_PRES_NOTES,DIET_DATA_SOURCE,DIET_ANALYSIS_METHODS,ANALYSIS_NOTES,ENTRY_DATE,ENTRY_PERSON,EDITED_DATE,DATA_EDITOR,MODIFY_DATE,DATA_MODIFIER
ACT_28F,spear,NA,NA,chemical,formalin,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,2/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_28F,slurp gun,NA,NA,physical,NA,NA,freezer,NA,NA,NA,NA,NA,NA,gut content,NA,NA,2/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_28F,slurp gun,NA,NA,chemical,formalin,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,2/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_28F,hook and line,NA,NA,physical,NA,NA,freezer,NA,NA,NA,NA,NA,NA,gut content,NA,NA,2/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_28F,hook and line,NA,NA,chemical,formalin,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,2/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_28F,trapping blennies in barnacle shells,NA,NA,physical,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,2/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_28F,trapping blennies in barnacle shells,NA,NA,chemical,formalin,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,2/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_33F,trawl,NA,NA,chemical,formalin,10,NA,"Guts are placed in cheesecloth bags, then placed in the formalin (Personal communication with Bob McMichael of FWRI)",NA,NA,NA,NA,,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_33F,hook and line,NA,NA,chemical,formalin,10,NA,"Guts are placed in cheesecloth bags, then placed in the formalin (Personal communication with Bob McMichael of FWRI)",NA,NA,NA,NA,,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_33F,bagseine,"21.3 center-bag seine, 3.1mm mesh, leads spaced every 150mm, boat set.",NA,chemical,formalin,10,NA,"Guts are placed in cheesecloth bags, then placed in the formalin (Personal communication with Bob McMichael of FWRI)",NA,NA,NA,NA,,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_5G,trawl,"Megafauna sampling was performed with a standard 9 m, semi-balloon otter trawl with 60 cm steel doors, 3.8 cm stretch mesh, and 1.3 cm cod end mesh. Target trawling times were one hour at stations shallower than 1300 m, and two or more hours at deeper stations.",NA,chemical,neutral buffered formalin in sea water,10,NA,Narcotized with isotonic magnesium sulfate if necessary,NA,NA,NA,NA,NA,gut content,NA,NA,6/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5G,trawl,"Megafauna sampling was performed with a standard 9 m, semi-balloon otter trawl with 60 cm steel doors, 3.8 cm stretch mesh, and 1.3 cm cod end mesh. Target trawling times were one hour at stations shallower than 1300 m, and two or more hours at deeper stations.",NA,chemical,neutral buffered formalin in sea water,10,NA,Narcotized with isotonic magnesium sulfate if necessary,NA,NA,NA,NA,NA,gut content,NA,NA,6/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5G,trawl,"Megafauna sampling was performed with a standard 9 m, semi-balloon otter trawl with 60 cm steel doors, 3.8 cm stretch mesh, and 1.3 cm cod end mesh. Target trawling times were one hour at stations shallower than 1300 m, and two or more hours at deeper stations.",NA,chemical,neutral buffered formalin in sea water,10,NA,Narcotized with isotonic magnesium sulfate if necessary,NA,NA,NA,NA,NA,gut content,NA,NA,6/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_12G,Seine,10 meters x 1 meter and 2.5 cm,NA,Chemical,Formalin,40,NA,NA,Chemical,Alcohol,15,NA,NA,gut content,NA,NA,1/9/2014,Lily Walker,5/22/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_12G,Shrimp rod,from a boat with outboard motor for 10 minutes,NA,Chemical,Formalin,40,NA,NA,Chemical,Alcohol,15,NA,NA,gut content,NA,NA,1/9/2014,Lily Walker,5/22/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_17G,Palangres,Carnada la sardina y el machuelo,Entre 18 y 90 m y entre las horas de 07:00 y 18:00,Chemical,Formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Lily Walker,5/22/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_22G,multiple opening/closing net and environmental sensing system - MOCNESS,"MOCNESS was equipped with 1.0 by 1.4 m, 505 Âµm mesh nitex nets with 0.25 by 0.35 m, 67 Âµm mesh nets nested within. Larvae collected at 0600, 1200, 1800, 2400 h local time.",NA,chemical,formaldehyde buffered with sodium borate (pH > 8.0),5,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/26/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_22G,multiple opening/closing net and environmental sensing system - MOCNESS,"MOCNESS was equipped with 1.0 by 1.4 m, 505 Âµm mesh nitex nets with 0.25 by 0.35 m, 67 Âµm mesh nets nested within. Larvae collected at 0600, 1200, 1800, 2400 h local time.",NA,chemical,formaldehyde buffered with sodium borate (pH > 8.0),5,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/26/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_22G,multiple opening/closing net and environmental sensing system - MOCNESS,"MOCNESS was equipped with 1.0 by 1.4 m, 505 Âµm mesh nitex nets with 0.25 by 0.35 m, 67 Âµm mesh nets nested within. Larvae collected at 0600, 1200, 1800, 2400 h local time.",NA,chemical,formaldehyde buffered with sodium borate (pH > 8.0),5,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/26/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_28G,Hook and line,Hooks were baited sith stingray fin,NA,NA,NA,NA,NA,All species were killed and towed to dock for measurements and dissections,NA,NA,NA,NA,NA,gut content,NA,NA,9/28/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_28G,Harpoon,NA,NA,NA,NA,NA,NA,All species were killed and towed to dock for measurements and dissections,NA,NA,NA,NA,NA,gut content,NA,NA,9/28/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_32G,minnow seine,Measured 50 ft long with reinforced webbing in the middle. The mesh was approximately 1/3 in stretched. A total of 178 hauls in 3 locations.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,11/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_32G,otter trawl,"Regular otter trawl net as is used in the shrimp fishery, except it was somewhat smaller. It had a wingspread of 30ft at the mouth and a mesh of 1 1/2 in stretched. A total of 109 hauls in 3 locations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,11/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_32G,trammel nets,Net was 1200 ft long and was used with the net skiff.  The depth of the net was 4 ft. The mesh was 1 3/4 in stretched. A total of 114 hauls in 2 locations.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,11/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_32G,beach seine,Seine was 300 ft in length. The mesh was 2 in stretched and the depth of the net was 3 ft. A total of 23 seins made.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,11/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_38G,Traps ,NA,Epinephelus morio ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,3/27/2014,Lily Walker,5/22/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_38G,Dynamite,NA,Neomanis griseus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,3/27/2014,Lily Walker,5/22/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_38G,Net,NA,Xystaema cinereum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,3/27/2014,Lily Walker,5/22/2015,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4H,Hand nets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/25/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_4H,Fish traps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/25/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_4H,Spears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/25/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_4H,Angling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/25/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_4H,Rotenone treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/25/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_8H,Gill Nets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/3/2015,42073,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_8H,Multi-hook bottom lines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/3/2015,42073,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_8H,rod and reel ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/3/2015,42073,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_8H,Trammel Nets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,10/3/2015,42073,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_15H,otter trawl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/20/2012,Taylor Magnum,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5K,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_10K,beach seine,NA,"Galveston, Cedar Bayou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,11/29/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_10K,hook and line,NA,"from charter boats, Galveston, Rockport, and Port Aransas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,11/29/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_10K,hook and line,NA,"by commercial fishermen, Galveston ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,11/29/2013,Theresa Mitchell,1/29/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_4L,semi-balloon trawl,"12.2 m semi-baloon trawl having a 12.2 m float line and a 13.8 m lead line. The trawl was constructed of 47.6 mm stretched mesh, untreated nylon (#18 twine) throughout the body and 38.1 m stretched mesh nylon (#30 twine) in the cod end. Untreated nylon webbing prevented contamination of samples taken for hydrocarbon analysis. A 2/O galvanizxed ""tickler"" chain was attached to the 2.4 x 1.0 m mahogany trawl doors to enhance capture of demersal organisms.",Three 20-min trawl tows were made at each station. Trawls were towed at a vessel speed of approximately 2 knots along one or more sides of a triangle formed by three bouys marking the station. Trawls were towed at night to minimize net avoidance.,physical,NA,NA,frozen,"sorted finfish collections weighing less than 9 kg were placed in plastic bags, properly labeled and quick frozen.",NA,NA,NA,NA,NA,gut content,NA,,2/19/2014,Theresa Mitchell,11/30/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_13L,seines,"3 different seines - 1) A 3m, 4.3mm mesh, straight seine;  2) A 10.7m, 12.7mm mesh bag seine; 3) A 45.7m, 12.7mm bag seine",NA,chemical,formalin,10,NA,unbuffered,NA,NA,NA,NA,NA,gut content,NA,NA,11/13/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_13L,trawls,"3 different trawls - 1) a 4.9m, 19.1mm mesh trawl; 2) a 2.4m, 19.1mm mesh trawl; 3) a 9.1m, 19.1mm mesh trawl. Trawling speed was a constant 2000 rpm and duration was 0.5 hr.",NA,chemical,formalin,10,NA,unbuffered,NA,NA,NA,NA,NA,gut content,NA,NA,11/13/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_13L,stationary nets,"set at 5 stations (1, 4, 6, 8, 10) around the lake. 2 types used - 1)91.4m gill net, 1.8m deep, made up of 4, 22.85m sections. Mesh sizes were (bar measurment) 25.4mm, 50.8mm, 76.2mm, and 101.6mm.  2) a 91.4m, 1.8m deep trammel net. Inner net mesh was 38.1mm, outer mesh was 254mm. Set for a standard period of 240 min (4 hr).",NA,chemical,formalin,10,NA,unbuffered,NA,NA,NA,NA,NA,gut content,NA,NA,11/13/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_13L,electroshocker,an aluminum bateau with a gas-powered D.C. generator was used at certain areas of the marsh stations to supplement the regular collections in an attempt to overcome some of the adverse conditions that made the normal techniques inadequate.,NA,chemical,formalin,10,NA,unbuffered,NA,NA,NA,NA,NA,gut content,NA,NA,11/13/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_13L,dipnets,"2 sizes - 4.8mm, 6.4mm",NA,chemical,formalin,10,NA,unbuffered,NA,NA,NA,NA,NA,gut content,NA,NA,11/13/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_19L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_30L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,6/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_30L,gill net,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,6/8/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7M,collected from local charter boats in port,Stomachs and gonads were placed in labeled cloth bags or cheesecloth.,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/28/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_7M,collected from local charter boats in port,Stomachs and gonads were placed in labeled cloth bags or cheesecloth.,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/28/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_11M,NA,Stomachs and gonads were placed in labeled cloth bags or cheesecloth.,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_11M,recreational hook and line,Stomachs and gonads were placed in labeled cloth bags or cheesecloth.,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_11M,commercial haul seines,Stomachs and gonads were placed in labeled cloth bags or cheesecloth.,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_11M,recreational hook and line,Stomachs and gonads were placed in labeled cloth bags or cheesecloth.,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_11M,commercial haul seines,Stomachs and gonads were placed in labeled cloth bags or cheesecloth.,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,9/27/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_12M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,NA,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_16M,gill net,"3 boats used - 16ft airdrive powered by a 250hp Lycoming aircraft engine for extremely shallow areas, 16ft fiberglass boat powered by a 60hp outboard motor for deeper areas, 16ft flat-bottom skiff powered by 50hp outboard motor.  5000 ft of gill nets ranged  in length between 100 and 300 feet with mesh sizes of 4, 5, and 7 inch stretch.",NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_16M,trammel nets,2 occasions with 600 ft trammel net.,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,4/10/2012,Theresa Mitchell,1/25/2013,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_25M,Bag seine,67% of fish were taken  with 19.3 bag seines,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,12/2/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_25M,Trawl,12.8% of fish were taken 3-m trawls,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,12/2/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_25M,Cast net,8.8% fish were taken with cast nets,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,12/2/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_25M,Gill Nets,7.8% fish taken with gill nets,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,12/2/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_25M,Bag seine,2.9% with 12.2-m bag seines,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,12/2/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_25M,Trawl,1.0% fish taken with 7.6-m trawls,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,12/2/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_25M,Trawl,1.0% with4.6-m trawls,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,12/2/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_25M,Perch trap,1.0% fish taken with perch traps,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,12/2/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_33M,Not Specified,NA,NA,NA,NA,NA,NA,Preservation Methods Unknown,NA,NA,NA,NA,NA,gut content,NA,NA,1/29/2013,Debra Hokel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_46M,pole and line,"with ""hoodie"" or feathered jig, collected while trolling bait behind slow moving boat",NA,chemical,formalin,10,NA,NA,chemical,methanol,70,NA,NA,gut content,NA,NA,12/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_46M,Hook and line,NA,NA,chemical,formalin,10,NA,Stomachs were in formalin for at least 24 hours before opening. ,NA,NA,NA,NA,NA,gut content,NA,NA,12/10/2012,Amanda Yzaguirre,NA,Amanda Yzaguirre,6/15/2016,Theresa Mitchell
ACT_48M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,1/29/2013,Debra Hokel,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_53M,Trawl,NA,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,3/21/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_53M,Trawl,NA,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,3/21/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_53M,Trawl,NA,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,3/21/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_53M,Drop Sampling,NA,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,3/21/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_53M,Drop Sampling,NA,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,3/21/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_53M,Drop Sampling,NA,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,3/21/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_56M,sport catches,NA,"Standard length, Total length, weight and gonadal tissue were taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,8/26/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_56M,commercial catches,NA,"Standard length, Total length, weight and gonadal tissue were taken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,8/26/2014,Theresa Mitchell,12/13/2014,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_58M,chinchorro playero,"50 mts de largo por 4 mts de altura y luz de malla de 1.5 """,NA,chemical,formalin,38,NA,NA,NA,NA,NA,NA,inyectandolos por el ano con el cual se renaron los procesos digestivos. En le laboratorio se lavaron los organismos con agua corriente y etiquetados en frascos de vidrio con alcohol al 70%.,gut content,NA,NA,NA,Jim Simons,NA,Jim Simons,6/15/2016,Theresa Mitchell
ACT_69M,shrimp trawls,One hour tow with 65 foot trawl with 2 inch strech mesh at depths ranging from 7 to 39 fathoms.,R/V Oregon (Cruise 90) - off LA coast Feb. and Mar. 1964. ,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,"Stomach contents were analyzed and the volume of each different food item was measured by displacement of water in a graduated cylinder. Excess fluid was blotted from the food material, before the volumetric measurements were made.",NA,11/30/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_69M,handlines,"A series of three No. 7 ""curved point"" tuna hooks were used on each handline, with lead weights varying from 1 to 8 pounds, depending on the current speed.",R/V Oregon (Cruise 90) - off LA coast Feb. and Mar. 1964. ,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,"Stomach contents were analyzed and the volume of each different food item was measured by displacement of water in a graduated cylinder. Excess fluid was blotted from the food material, before the volumetric measurements were made.",NA,11/30/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_69M,handlines,"A series of three No. 7 ""curved point"" tuna hooks were used on each handline, with lead weights varying from 1 to 8 pounds, depending on the current speed.","M/V Gus III (Cruise 19) - between Freeport and Pass Cavallo, TX during June 1964.",physical,NA,NA,frozen,NA,NA,NA,NA,NA,NA,gut content,"Stomach contents were analyzed and the volume of each different food item was measured by displacement of water in a graduated cylinder. Excess fluid was blotted from the food material, before the volumetric measurements were made.",NA,11/30/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_69M,shrimp trawls,One hour tow with 45 foot flat shrimp trawl with 2 inch strech mesh.,"M/V Gus III (Cruises 21,22) - from TX and LA coasts between Sept. 1964 and Oct. 1964.",chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,"Stomach contents were analyzed and the volume of each different food item was measured by displacement of water in a graduated cylinder. Excess fluid was blotted from the food material, before the volumetric measurements were made.",NA,11/30/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_69M,shrimp trawls,Collected with a 20 foot flat shrimp trawl with 3/4 inch stretch mesh towed for 15 to 30 minutes. A 1/4 inch mesh nylon liner was attached to the rear third of the cod end.,"M/V Lorene - off Port Aransas, TX in Sept. and Oct. 1964",chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,"Stomach contents were analyzed and the volume of each different food item was measured by displacement of water in a graduated cylinder. Excess fluid was blotted from the food material, before the volumetric measurements were made.",NA,11/30/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_69M,handlines,"A series of three No. 7 ""curved point"" tuna hooks were used on each handline, with lead weights varying from 1 to 8 pounds, depending on the current speed.","M/V Vagabond - from ""snapper lumps"" off Port Aransas, Port Mansfield, and Port Isabel, TX in the fall and winter of 1964.",chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,"Stomach contents were analyzed and the volume of each different food item was measured by displacement of water in a graduated cylinder. Excess fluid was blotted from the food material, before the volumetric measurements were made.",NA,11/30/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_5N,hook and line,NA,NA,chemical,formalin,10,NA,NA,NA,NA,NA,NA,NA,gut content,NA,NA,12/6/2014,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_6N,spears,NA,Collected by divers using SCUBA. Collections generally occurred in the morning hours (0700 - 1200 CDT).,chemical,formalin-seawater,10,NA,chilled in ice brine for 15 to 20 min before formalin fixation,NA,NA,NA,NA,NA,gut content,NA,NA,7/1/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
ACT_6N,hand nets,NA,Collected by divers using SCUBA. Collections generally occurred in the morning hours (0700 - 1200 CDT).,chemical,formalin-seawater,11,NA,chilled in ice brine for 15 to 20 min before formalin fixation,NA,NA,NA,NA,NA,gut content,NA,NA,7/1/2013,Theresa Mitchell,NA,Theresa Mitchell,6/15/2016,Theresa Mitchell
